Column 1	Column 2
Where would you like to go?	Куди ти б хотів піти?
Where would you like to go?	Куди ти хотів би піти?
Where would you like to go?	Куди ти хотіла би піти?
Where would you like to go?	Куди ви хотіли би піти?
Where would you like to go?	Куди ти хотів би поїхати?
Where would you like to go?	Куди ти хотіла би поїхати?
Where would you like to go?	Куди ви хотіли би поїхати?
Where's Tom going to sleep?	Де Том спатиме?
Where's Tom going to sleep?	Де спатиме Том?
Where's convenient for you?	Де тобі буде зручно?
Where's convenient for you?	Де вам буде зручно?
Where's that movie showing?	Де показують цей фільм?
Where's the emergency exit?	Де знаходиться евакуаційний вихід?
Where's the nearest church?	Де знаходиться найближча церква?
